2021072103,24.1380,127.3062,97861.22
2021072106,24.0764,127.6835,97295.94
2021072109,24.2383,126.9079,96894.41
2021072112,23.8730,126.9140,96898.98
2021072115,23.8737,126.2192,96749.60
2021072118,24.0074,126.4305,96274.74
2021072121,23.8044,126.2433,95967.43
2021072200,23.8316,125.9896,95820.64
2021072203,23.9639,125.9848,95684.65
2021072206,23.9249,125.9103,95558.21
2021072209,23.8569,125.6902,95482.33
2021072212,23.9346,125.3311,95371.60
2021072215,23.8526,125.2813,95186.20
2021072218,24.0149,125.2784,94827.10
2021072221,24.2349,125.4242,94522.32
2021072300,24.3960,125.1669,94317.98
2021072303,24.5990,125.0880,94101.13
2021072306,24.6796,125.0363,94024.37
2021072309,24.8664,124.9842,94048.78
2021072312,25.3457,124.8354,94175.05
2021072315,25.5972,124.7046,94283.25
2021072318,25.9146,124.5142,94287.25
2021072321,26.2794,124.4478,94426.05
2021072400,26.7269,124.3260,94642.41
2021072403,27.0972,124.0276,94755.76
2021072406,27.6731,123.9898,94910.20
2021072409,28.2060,123.7115,95032.38
2021072412,28.6558,123.4606,95256.36
2021072415,29.0136,123.0704,95588.24
2021072418,29.5216,122.8849,95763.31
2021072421,29.8588,122.6537,95942.53
2021072500,30.1050,122.4764,96168.89
2021072503,30.3538,122.1412,96328.03
2021072506,30.5624,122.0260,96504.89
2021072509,30.7259,122.0056,96688.91
2021072512,30.8672,122.0337,96897.85
2021072515,31.0507,121.9339,97053.50
2021072518,31.2503,122.0119,97103.21
2021072521,31.4561,122.0765,97220.16
2021072600,31.5022,121.9811,97339.68
